GEOID,tract_name,population
17043846603,Census Tract 8466.03,4070
17159978300,Census Tract 9783,3315
17159977900,Census Tract 9779,3784
17159978100,Census Tract 9781,4009
17159978000,Census Tract 9780,2033
17043846517,Census Tract 8465.17,6116
17097864305,Census Tract 8643.05,4030
17097864518,Census Tract 8645.18,5594
17043841501,Census Tract 8415.01,5927
17043841801,Census Tract 8418.01,5305
17107952900,Census Tract 9529,3532
17107953600,Census Tract 9536,3108
17107953500,Census Tract 9535,5069
17037001400,Census Tract 14,6371
17037001900,Census Tract 19,2363
17037000100,Census Tract 1,6737
17037001500,Census Tract 15,3831
17037001700,Census Tract 17,3388
17037000300,Census Tract 3,2520
17043843602,Census Tract 8436.02,3106
17043843601,Census Tract 8436.01,3426
17043844307,Census Tract 8443.07,3749
17043844306,Census Tract 8443.06,5956
17197883603,Census Tract 8836.03,3012
17043846518,Census Tract 8465.18,3648
17119401400,Census Tract 4014,3032
17119403801,Census Tract 4038.01,5198
17119400903,Census Tract 4009.03,5201
17119403121,Census Tract 4031.21,9528
17031829402,Census Tract 8294.02,3088
17201000511,Census Tract 5.11,2511
17163503101,Census Tract 5031.01,2525
17043841901,Census Tract 8419.01,2467
17043846311,Census Tract 8463.11,5232
17043846105,Census Tract 8461.05,3499
17043846409,Census Tract 8464.09,4529
17043846522,Census Tract 8465.22,4046
17159978200,Census Tract 9782,2672
17163504357,Census Tract 5043.57,4408
17163504356,Census Tract 5043.56,4519
17201000506,Census Tract 5.06,4166
17043841310,Census Tract 8413.10,3512
17043841110,Census Tract 8411.10,3478
17043840906,Census Tract 8409.06,2970
17043840910,Census Tract 8409.10,4918
17043841209,Census Tract 8412.09,3952
17087977700,Census Tract 9777,3067
17087977600,Census Tract 9776,4332
17031804804,Census Tract 8048.04,6809
17063000800,Census Tract 8,5465
17063000500,Census Tract 5,2799
17063000600,Census Tract 6,2826
17119401102,Census Tract 4011.02,3520
17063000300,Census Tract 3,3350
17063000900,Census Tract 9,3593
17063000700,Census Tract 7,6113
17063000200,Census Tract 2,6864
17063000400,Census Tract 4,5675
17073030302,Census Tract 303.02,3464
17043844502,Census Tract 8445.02,3247
17197883700,Census Tract 8837,3255
17197883806,Census Tract 8838.06,3281
17089853001,Census Tract 8530.01,3586
17031210502,Census Tract 2105.02,4099
17111871105,Census Tract 8711.05,5227
17111871207,Census Tract 8712.07,4772
17043841708,Census Tract 8417.08,4594
17119402721,Census Tract 4027.21,7722
17119401800,Census Tract 4018,5977
17119400700,Census Tract 4007,1498
17119401200,Census Tract 4012,1853
17089851911,Census Tract 8519.11,5317
17089852204,Census Tract 8522.04,4467
17097864109,Census Tract 8641.09,6196
17031310200,Census Tract 3102,1588
17031561000,Census Tract 5610,5308
17161024400,Census Tract 244,1896
17031500200,Census Tract 5002,1688
17031500300,Census Tract 5003,1587
17089852406,Census Tract 8524.06,2874
17117956900,Census Tract 9569,3579
17043846521,Census Tract 8465.21,5036
17097861803,Census Tract 8618.03,6683
17043846523,Census Tract 8465.23,2775
17043846310,Census Tract 8463.10,4551
17197883219,Census Tract 8832.19,3766
17179021604,Census Tract 216.04,1921
17143001600,Census Tract 16,3444
17089854001,Census Tract 8540.01,4099
17119403401,Census Tract 4034.01,3846
17119403531,Census Tract 4035.31,8319
17119401701,Census Tract 4017.01,2556
17031801702,Census Tract 8017.02,4756
17097864110,Census Tract 8641.10,6233
17097864207,Census Tract 8642.07,7478
17097864208,Census Tract 8642.08,3878
17097864524,Census Tract 8645.24,3297
17161022200,Census Tract 222,4006
17163503304,Census Tract 5033.04,6759
17031190601,Census Tract 1906.01,4382
17031191301,Census Tract 1913.01,5214
17031200402,Census Tract 2004.02,4192
17089850101,Census Tract 8501.01,6608
17043846604,Census Tract 8466.04,3697
17089850103,Census Tract 8501.03,6034
17163503800,Census Tract 5038,1280
17113005201,Census Tract 52.01,1197
17201003708,Census Tract 37.08,3086
17201003806,Census Tract 38.06,5090
17091011900,Census Tract 119,1317
17091010900,Census Tract 109,4294
17119401101,Census Tract 4011.01,2739
17091011400,Census Tract 114,1623
17091011000,Census Tract 110,1847
17091012500,Census Tract 125,2103
17091010400,Census Tract 104,5011
17091012600,Census Tract 126,4221
17091010300,Census Tract 103,3671
17091010100,Census Tract 101,2450
17091011200,Census Tract 112,2024
17091010500,Census Tract 105,6718
17091010800,Census Tract 108,3624
17091012100,Census Tract 121,3352
17091012200,Census Tract 122,3215
17201004002,Census Tract 40.02,6613
17201000103,Census Tract 1.03,2729
17201004003,Census Tract 40.03,2102
17031700502,Census Tract 7005.02,2978
17089854900,Census Tract 8549,5433
17031061901,Census Tract 619.01,3625
17031840800,Census Tract 8408,3332
17031030703,Census Tract 307.03,3075
17089852300,Census Tract 8523,2052
17089852004,Census Tract 8520.04,2911
17031490902,Census Tract 4909.02,4647
17089852500,Census Tract 8525,6500
17197881401,Census Tract 8814.01,3413
17197882701,Census Tract 8827.01,2499
17031700501,Census Tract 7005.01,6912
17197880324,Census Tract 8803.24,5198
17201003706,Census Tract 37.06,6474
17201003801,Census Tract 38.01,6457
17201003901,Census Tract 39.01,4983
17197880414,Census Tract 8804.14,4281
17197883209,Census Tract 8832.09,2901
17197880601,Census Tract 8806.01,3069
17201001200,Census Tract 12,2191
17201003805,Census Tract 38.05,7284
17031200401,Census Tract 2004.01,3743
17031220902,Census Tract 2209.02,2959
17031210501,Census Tract 2105.01,3555
17031160601,Census Tract 1606.01,3380
17201003705,Census Tract 37.05,4749
17201004100,Census Tract 41,5153
17201003707,Census Tract 37.07,3579
17201003903,Census Tract 39.03,6095
17031431302,Census Tract 4313.02,4351
17031460302,Census Tract 4603.02,3282
17031460301,Census Tract 4603.01,2987
17201003709,Census Tract 37.09,1907
17201003606,Census Tract 36.06,2670
17197880905,Census Tract 8809.05,2705
17201002200,Census Tract 22,3508
17201003904,Census Tract 39.04,4762
17163503322,Census Tract 5033.22,7555
17201003601,Census Tract 36.01,1565
17201000300,Census Tract 3,3786
17043846411,Census Tract 8464.11,5312
17031710600,Census Tract 7106,1706
17031710800,Census Tract 7108,4804
17031220702,Census Tract 2207.02,3653
17031842100,Census Tract 8421,6650
17031824115,Census Tract 8241.15,3843
17031843300,Census Tract 8433,1572
17043845805,Census Tract 8458.05,4145
17043846002,Census Tract 8460.02,4737
17043846201,Census Tract 8462.01,5855
17097864308,Census Tract 8643.08,4528
17031590500,Census Tract 5905,1854
17031830007,Census Tract 8300.07,4638
17043841706,Census Tract 8417.06,4564
17043842709,Census Tract 8427.09,3471
17043841321,Census Tract 8413.21,2391
17043841318,Census Tract 8413.18,2835
17043841503,Census Tract 8415.03,3600
17043841605,Census Tract 8416.05,3552
17097861107,Census Tract 8611.07,4047
17097863003,Census Tract 8630.03,5857
17031140702,Census Tract 1407.02,5535
17031140602,Census Tract 1406.02,5041
17031140701,Census Tract 1407.01,2784
17031160502,Census Tract 1605.02,3300
17031210601,Census Tract 2106.01,2717
17031812302,Census Tract 8123.02,2681
17031081403,Census Tract 814.03,9843
17031030702,Census Tract 307.02,2318
17089854800,Census Tract 8548,7998
17089854600,Census Tract 8546,3976
17201000101,Census Tract 1.01,4727
17201002100,Census Tract 21,1780
17031440102,Census Tract 4401.02,3633
17031440202,Census Tract 4402.02,3525
17031803012,Census Tract 8030.12,2234
17031802607,Census Tract 8026.07,1536
17161024200,Census Tract 242,4045
17031836700,Census Tract 8367,2481
17031836800,Census Tract 8368,2645
17201003710,Census Tract 37.10,2551
17133600401,Census Tract 6004.01,7144
17031812802,Census Tract 8128.02,2521
17031301801,Census Tract 3018.01,3947
17031700301,Census Tract 7003.01,5762
17031301702,Census Tract 3017.02,4121
17097864307,Census Tract 8643.07,1861
17031240300,Census Tract 2403,1362
17043846205,Census Tract 8462.05,3708
17031700200,Census Tract 7002,6554
17031671600,Census Tract 6716,1804
17031830700,Census Tract 8307,4006
17031240500,Census Tract 2405,2610
17031835200,Census Tract 8352,2038
17031839900,Census Tract 8399,4431
17031070700,Census Tract 707,3699
17111871108,Census Tract 8711.08,5556
17089854700,Census Tract 8547,2345
17111871311,Census Tract 8713.11,4786
17043846203,Census Tract 8462.03,4383
17197880511,Census Tract 8805.11,3997
17197880422,Census Tract 8804.22,3788
17197880316,Census Tract 8803.16,3824
17201002400,Census Tract 24,2464
17201002500,Census Tract 25,2626
17043845000,Census Tract 8450,5458
17043845200,Census Tract 8452,4847
17043845300,Census Tract 8453,3166
17031590600,Census Tract 5906,3477
17031671200,Census Tract 6712,980
17031671100,Census Tract 6711,994
17031671300,Census Tract 6713,2048
17031671500,Census Tract 6715,2716
17031813801,Census Tract 8138.01,2856
17031830600,Census Tract 8306,4935
17031830800,Census Tract 8308,2405
17031830900,Census Tract 8309,3076
17197880325,Census Tract 8803.25,3273
17197880123,Census Tract 8801.23,3709
17201002302,Census Tract 23.02,1249
17031836600,Census Tract 8366,2929
17031833000,Census Tract 8330,5637
17043845508,Census Tract 8455.08,3753
17043846202,Census Tract 8462.02,6426
17031220300,Census Tract 2203,2207
17031220400,Census Tract 2204,2579
17031220500,Census Tract 2205,2751
17031020602,Census Tract 206.02,4662
17031691500,Census Tract 6915,1806
17031804305,Census Tract 8043.05,6952
17031081100,Census Tract 811,4187
17031241200,Census Tract 2412,1714
17031031200,Census Tract 312,5541
17167002600,Census Tract 26,2514
17167000503,Census Tract 5.03,3667
17031804716,Census Tract 8047.16,5360
17031804306,Census Tract 8043.06,5626
17031839700,Census Tract 8397,4545
17031839800,Census Tract 8398,2686
17031834800,Census Tract 8348,1753
17031834700,Census Tract 8347,1759
17111871208,Census Tract 8712.08,3820
17201002000,Census Tract 20,2366
17043846206,Census Tract 8462.06,4244
17031100400,Census Tract 1004,3207
17031240800,Census Tract 2408,1687
17031240600,Census Tract 2406,1489
17031242600,Census Tract 2426,5665
17031100600,Census Tract 1006,4897
17031150200,Census Tract 1502,7434
17031150300,Census Tract 1503,7120
17031838600,Census Tract 8386,1518
17031839600,Census Tract 8396,1729
17193958100,Census Tract 9581,3294
17167000202,Census Tract 2.02,3330
17167004000,Census Tract 40,4212
17167003201,Census Tract 32.01,5125
17167000300,Census Tract 3,2405
17167000400,Census Tract 4,2640
17143002000,Census Tract 20,2889
17143002100,Census Tract 21,4377
17167002801,Census Tract 28.01,2974
17193958000,Census Tract 9580,1999
17029000800,Census Tract 8,2831
17029001000,Census Tract 10,3177
17029000900,Census Tract 9,4109
17073031200,Census Tract 312,2805
17073031000,Census Tract 310,3470
17073030100,Census Tract 301,5757
17073030500,Census Tract 305,2330
17073030201,Census Tract 302.01,4496
17163500500,Census Tract 5005,1464
17029000500,Census Tract 5,6017
17107953400,Census Tract 9534,3783
17029000200,Census Tract 2,5556
17029000600,Census Tract 6,3228
17031805902,Census Tract 8059.02,6503
17167002802,Census Tract 28.02,3174
17095000800,Census Tract 8,2391
17179021000,Census Tract 210,5251
17119402100,Census Tract 4021,3061
17179020400,Census Tract 204,4979
17119401901,Census Tract 4019.01,1830
17161023700,Census Tract 237,2322
17119403300,Census Tract 4033,2800
17031808001,Census Tract 8080.01,3981
17111870904,Census Tract 8709.04,4812
17111871202,Census Tract 8712.02,5827
17111871004,Census Tract 8710.04,6072
17111870811,Census Tract 8708.11,4493
17111870808,Census Tract 8708.08,3682
17111870809,Census Tract 8708.09,6801
17111871003,Census Tract 8710.03,4352
17163504359,Census Tract 5043.59,4137
17119403001,Census Tract 4030.01,5216
17119403122,Census Tract 4031.22,6486
17151971300,Census Tract 9713,1772
17151971200,Census Tract 9712,1991
17021958400,Census Tract 9584,3719
17021958800,Census Tract 9588,2448
17031806102,Census Tract 8061.02,4400
17031430700,Census Tract 4307,2175
17097861604,Census Tract 8616.04,5636
17097865802,Census Tract 8658.02,2945
17097862401,Census Tract 8624.01,3619
17031825504,Census Tract 8255.04,3591
17197880106,Census Tract 8801.06,4494
17097865700,Census Tract 8657,5985
17031030800,Census Tract 308,4284
17031821800,Census Tract 8218,5415
17031821900,Census Tract 8219,5129
17031828701,Census Tract 8287.01,3780
17031283200,Census Tract 2832,1670
17031100500,Census Tract 1005,6116
17031813600,Census Tract 8136,5443
17031801607,Census Tract 8016.07,5225
17031804106,Census Tract 8041.06,7264
17031801606,Census Tract 8016.06,6716
17031823101,Census Tract 8231.01,4515
17031823302,Census Tract 8233.02,5739
17031815900,Census Tract 8159,4773
17197883000,Census Tract 8830,3428
17117956000,Census Tract 9560,3064
17117956400,Census Tract 9564,5329
17197881001,Census Tract 8810.01,5411
17197882100,Census Tract 8821,2377
17097861007,Census Tract 8610.07,4180
17097864522,Census Tract 8645.22,4967
17097864516,Census Tract 8645.16,4695
17097861902,Census Tract 8619.02,6376
17031808100,Census Tract 8081,4010
17031804810,Census Tract 8048.10,7097
17197881302,Census Tract 8813.02,1307
17117957000,Census Tract 9570,3474
17031825503,Census Tract 8255.03,6540
17197880107,Census Tract 8801.07,5101
17197880109,Census Tract 8801.09,5283
17197881006,Census Tract 8810.06,2473
17197881500,Census Tract 8815,3558
17031813500,Census Tract 8135,7169
17031815400,Census Tract 8154,5545
17201003810,Census Tract 38.10,6495
17201003811,Census Tract 38.11,1360
17201004004,Census Tract 40.04,5870
17201000516,Census Tract 5.16,4071
17119400952,Census Tract 4009.52,3127
17119401722,Census Tract 4017.22,2796
17089852700,Census Tract 8527,7086
17069970900,Census Tract 9709,2071
17161022000,Census Tract 220,4077
17119400951,Census Tract 4009.51,5001
17031670500,Census Tract 6705,1148
17031820104,Census Tract 8201.04,4453
17031820700,Census Tract 8207,7110
17031580800,Census Tract 5808,2058
17031770300,Census Tract 7703,7234
17031805109,Census Tract 8051.09,4396
17031804603,Census Tract 8046.03,5651
17031171000,Census Tract 1710,7313
17031171100,Census Tract 1711,4235
17031222200,Census Tract 2222,2156
17031222500,Census Tract 2225,1415
17031222600,Census Tract 2226,1599
17031170400,Census Tract 1704,4141
17031170500,Census Tract 1705,5316
17031170600,Census Tract 1706,2551
17161024000,Census Tract 240,4186
17019001301,Census Tract 13.01,5796
17167000501,Census Tract 5.01,2130
17019001205,Census Tract 12.05,7271
17031816000,Census Tract 8160,3307
17031825505,Census Tract 8255.05,5364
17031818700,Census Tract 8187,3691
17097862000,Census Tract 8620,6070
17097862100,Census Tract 8621,5383
17097862200,Census Tract 8622,3969
17143001500,Census Tract 15,1628
17031811702,Census Tract 8117.02,5384
17031822000,Census Tract 8220,4343
17031822101,Census Tract 8221.01,4606
17031828702,Census Tract 8287.02,4742
17031822102,Census Tract 8221.02,4504
17031822200,Census Tract 8222,3929
17031823303,Census Tract 8233.03,4581
17031823500,Census Tract 8235,4301
17031031100,Census Tract 311,4691
17031822900,Census Tract 8229,2078
17097865501,Census Tract 8655.01,2470
17097860104,Census Tract 8601.04,3452
17097862700,Census Tract 8627,4238
17097860811,Census Tract 8608.11,4429
17097860903,Census Tract 8609.03,6270
17097861607,Census Tract 8616.07,4569
17031190900,Census Tract 1909,1927
17031191200,Census Tract 1912,3810
17031200100,Census Tract 2001,4118
17031200200,Census Tract 2002,5162
17097863400,Census Tract 8634,4276
17031200300,Census Tract 2003,2015
17031222700,Census Tract 2227,2082
17031260300,Census Tract 2603,1528
17031260500,Census Tract 2605,1833
17031260600,Census Tract 2606,2114
17031060900,Census Tract 609,7104
17031251700,Census Tract 2517,1347
17031251800,Census Tract 2518,5101
17031251900,Census Tract 2519,5387
17031252000,Census Tract 2520,5646
17031251600,Census Tract 2516,3522
17161020700,Census Tract 207,1615
17161020200,Census Tract 202,3624
17031180100,Census Tract 1801,6656
17031251500,Census Tract 2515,4342
17031808301,Census Tract 8083.01,6520
17031808302,Census Tract 8083.02,4367
17027900403,Census Tract 9004.03,3921
17031808600,Census Tract 8086,2465
17031808702,Census Tract 8087.02,5481
17031170700,Census Tract 1707,3068
17031170800,Census Tract 1708,3799
17031251400,Census Tract 2514,3986
17089850709,Census Tract 8507.09,3862
17197880429,Census Tract 8804.29,4953
17197880425,Census Tract 8804.25,4649
17121952400,Census Tract 9524,3717
17121952000,Census Tract 9520,4413
17089854509,Census Tract 8545.09,6781
17031260700,Census Tract 2607,1691
17031260800,Census Tract 2608,2271
17031050700,Census Tract 507,1513
17031050900,Census Tract 509,1426
17031821200,Census Tract 8212,5641
17161021400,Census Tract 214,1175
17091012000,Census Tract 120,4927
17193958400,Census Tract 9584,3087
17193958300,Census Tract 9583,2846
17193958200,Census Tract 9582,2651
17031210700,Census Tract 2107,3907
17019010902,Census Tract 109.02,4215
17019010702,Census Tract 107.02,3767
17019010901,Census Tract 109.01,6029
17031828201,Census Tract 8282.01,4491
17197880431,Census Tract 8804.31,6262
17031803800,Census Tract 8038,4522
17089851913,Census Tract 8519.13,5668
17089854508,Census Tract 8545.08,5861
17121952500,Census Tract 9525,2538
17089850106,Census Tract 8501.06,7801
17113001404,Census Tract 14.04,4349
17089852606,Census Tract 8526.06,4584
17183011000,Census Tract 110,3767
17043846209,Census Tract 8462.09,4167
17183010702,Census Tract 107.02,2963
17021958300,Census Tract 9583,3975
17163504354,Census Tract 5043.54,6321
17163503905,Census Tract 5039.05,2996
17043846315,Census Tract 8463.15,4226
17043846313,Census Tract 8463.13,5021
17031030604,Census Tract 306.04,3737
17031031502,Census Tract 315.02,4712
17161020103,Census Tract 201.03,934
17161020102,Census Tract 201.02,3609
17161020101,Census Tract 201.01,2545
17163503903,Census Tract 5039.03,3853
17087977800,Census Tract 9778,3462
17089854403,Census Tract 8544.03,6710
17163504351,Census Tract 5043.51,3529
17143005000,Census Tract 50,1994
17031280800,Census Tract 2808,1198
17031420300,Census Tract 4203,2818
17031806600,Census Tract 8066,3602
17031806502,Census Tract 8065.02,4202
17031804805,Census Tract 8048.05,6860
17009970500,Census Tract 9705,3895
17167000600,Census Tract 6,4791
17097860809,Census Tract 8608.09,2930
17031020100,Census Tract 201,4202
17161023100,Census Tract 231,2745
17197880125,Census Tract 8801.25,5463
17197883214,Census Tract 8832.14,2375
17197883213,Census Tract 8832.13,5872
17197881301,Census Tract 8813.01,3040
17113001500,Census Tract 15,2268
17113001600,Census Tract 16,2425
17113001700,Census Tract 17,2179
17197880317,Census Tract 8803.17,6383
17031804715,Census Tract 8047.15,3426
17031835600,Census Tract 8356,898
17031840000,Census Tract 8400,3001
17031834600,Census Tract 8346,2357
17031843600,Census Tract 8436,3089
17031834000,Census Tract 8340,3609
17113001200,Census Tract 12,2395
17113001303,Census Tract 13.03,1526
17113001402,Census Tract 14.02,3786
17031252102,Census Tract 2521.02,6187
17043844201,Census Tract 8442.01,5822
17031834500,Census Tract 8345,1765
17031836000,Census Tract 8360,2338
17031836200,Census Tract 8362,2178
17031813302,Census Tract 8133.02,3858
17031813702,Census Tract 8137.02,4199
17031813301,Census Tract 8133.01,3634
17031803701,Census Tract 8037.01,2707
17031804108,Census Tract 8041.08,4798
17043842800,Census Tract 8428,4781
17043843000,Census Tract 8430,4087
17031836400,Census Tract 8364,3621
17031836100,Census Tract 8361,1893
17099963100,Census Tract 9631,3226
17089852405,Census Tract 8524.05,3112
17113000301,Census Tract 3.01,4221
17113000302,Census Tract 3.02,5585
17199020400,Census Tract 204,3496
17031030900,Census Tract 309,2952
17031031000,Census Tract 310,3868
17031030300,Census Tract 303,3148
17031030400,Census Tract 304,2597
17031823603,Census Tract 8236.03,2021
17031980000,Census Tract 9800,0
17031815702,Census Tract 8157.02,5302
17097865801,Census Tract 8658.01,3257
17097861505,Census Tract 8615.05,3543
17097861702,Census Tract 8617.02,4289
17197880314,Census Tract 8803.14,7478
17161021200,Census Tract 212,4634
17143003404,Census Tract 34.04,8402
17031811302,Census Tract 8113.02,3565
17031803013,Census Tract 8030.13,5490
17113000501,Census Tract 5.01,2523
17113000502,Census Tract 5.02,2413
17031802608,Census Tract 8026.08,6730
17197883513,Census Tract 8835.13,5641
17031802802,Census Tract 8028.02,6991
17177001200,Census Tract 12,3622
17177000400,Census Tract 4,2733
17177000500,Census Tract 5,2929
17031829700,Census Tract 8297,3344
17031830003,Census Tract 8300.03,7640
17031824003,Census Tract 8240.03,6242
17031824005,Census Tract 8240.05,5933
17031824122,Census Tract 8241.22,6209
17031770202,Census Tract 7702.02,5060
17031804714,Census Tract 8047.14,3534
17031804403,Census Tract 8044.03,7297
17111870402,Census Tract 8704.02,5884
17197881201,Census Tract 8812.01,2460
17031806104,Census Tract 8061.04,4134
17031802505,Census Tract 8025.05,6723
17031802404,Census Tract 8024.04,7558
17031803017,Census Tract 8030.17,6283
17031806201,Census Tract 8062.01,4908
17031820606,Census Tract 8206.06,3866
17031824116,Census Tract 8241.16,5244
17031824114,Census Tract 8241.14,5299
17031823806,Census Tract 8238.06,3847
17031770602,Census Tract 7706.02,4762
17043841103,Census Tract 8411.03,3775
17053961800,Census Tract 9618,4628
17043841104,Census Tract 8411.04,4411
17053961600,Census Tract 9616,1745
17053961700,Census Tract 9617,1840
17053961900,Census Tract 9619,1750
17197881603,Census Tract 8816.03,3301
17043842602,Census Tract 8426.02,4335
17089853900,Census Tract 8539,5744
17113000108,Census Tract 1.08,6024
17097861014,Census Tract 8610.14,3663
17161022100,Census Tract 221,2553
17089852101,Census Tract 8521.01,7015
17197883208,Census Tract 8832.08,3165
17197881012,Census Tract 8810.12,2953
17197880307,Census Tract 8803.07,6448
17017960400,Census Tract 9604,2545
17017960200,Census Tract 9602,2501
17029000701,Census Tract 7.01,2806
17031837300,Census Tract 8373,2489
17043841111,Census Tract 8411.11,3651
17043841704,Census Tract 8417.04,4609
17201003808,Census Tract 38.08,3578
17201003809,Census Tract 38.09,4649
17031841500,Census Tract 8415,2904
17031838700,Census Tract 8387,4132
17197880428,Census Tract 8804.28,4879
17163503324,Census Tract 5033.24,6109
17163504600,Census Tract 5046,1765
17157951201,Census Tract 9512.01,1783
17043841315,Census Tract 8413.15,3371
17043841113,Census Tract 8411.13,3886
17097864105,Census Tract 8641.05,6006
17017960100,Census Tract 9601,2251
17017960300,Census Tract 9603,3054
17089854002,Census Tract 8540.02,5676
17019000901,Census Tract 9.01,4731
17019000902,Census Tract 9.02,6833
17097860812,Census Tract 8608.12,3816
17031840200,Census Tract 8402,2497
17111870605,Census Tract 8706.05,6322
17111871205,Census Tract 8712.05,4596
17119403534,Census Tract 4035.34,3965
17119403604,Census Tract 4036.04,6247
17089852805,Census Tract 8528.05,5552
17197881108,Census Tract 8811.08,6746
17197881402,Census Tract 8814.02,3295
17097863601,Census Tract 8636.01,3508
17097863702,Census Tract 8637.02,4045
17043844310,Census Tract 8443.10,2417
17031828300,Census Tract 8283,3363
17031824900,Census Tract 8249,3244
17031827801,Census Tract 8278.01,4645
17043841707,Census Tract 8417.07,3305
17119402000,Census Tract 4020,4086
17119402701,Census Tract 4027.01,7191
17031801500,Census Tract 8015,6572
17031806002,Census Tract 8060.02,7833
17119402801,Census Tract 4028.01,3587
17119402803,Census Tract 4028.03,3371
17143002300,Census Tract 23,4618
17031821102,Census Tract 8211.02,4231
17031811701,Census Tract 8117.01,3455
17031823803,Census Tract 8238.03,7146
17031990000,Census Tract 9900,0
17031804505,Census Tract 8045.05,3970
17031804606,Census Tract 8046.06,7088
17031804712,Census Tract 8047.12,5456
17019000302,Census Tract 3.02,3830
17019000301,Census Tract 3.01,6593
17019000402,Census Tract 4.02,4001
17019000401,Census Tract 4.01,5125
17031821300,Census Tract 8213,5477
17161020900,Census Tract 209,5715
17161024103,Census Tract 241.03,3777
17161024102,Census Tract 241.02,5383
17161020400,Census Tract 204,5967
17031242300,Census Tract 2423,3568
17031242200,Census Tract 2422,4082
17031807800,Census Tract 8078,2878
17031808400,Census Tract 8084,4622
17031811100,Census Tract 8111,6703
17031811402,Census Tract 8114.02,4572
17031813400,Census Tract 8134,7571
17161024101,Census Tract 241.01,3590
17099964300,Census Tract 9643,3066
17031530100,Census Tract 5301,2197
17031680600,Census Tract 6806,1165
17031803010,Census Tract 8030.10,5351
17031833900,Census Tract 8339,2333
17031611200,Census Tract 6112,2680
17115002002,Census Tract 20.02,2745
17031390400,Census Tract 3904,2871
17031820202,Census Tract 8202.02,3128
17031611700,Census Tract 6117,2180
17031190200,Census Tract 1902,5652
17197882702,Census Tract 8827.02,3095
17197882602,Census Tract 8826.02,2809
17031390500,Census Tract 3905,1666
17031390600,Census Tract 3906,1994
17031390700,Census Tract 3907,6532
17031818300,Census Tract 8183,5922
17031291600,Census Tract 2916,874
17031400400,Census Tract 4004,1995
17031827300,Census Tract 8273,2277
17031804901,Census Tract 8049.01,6927
17031816500,Census Tract 8165,4262
17143005100,Census Tract 51,2651
17031804902,Census Tract 8049.02,5626
17031827600,Census Tract 8276,3012
17031051000,Census Tract 510,1538
17031801901,Census Tract 8019.01,5016
17161021500,Census Tract 215,4358
17031770601,Census Tract 7706.01,3272
17031806103,Census Tract 8061.03,5269
17029001200,Census Tract 12,3328
17031812600,Census Tract 8126,3898
17031230600,Census Tract 2306,6817
17201001800,Census Tract 18,4762
17183000300,Census Tract 3,1955
17183000600,Census Tract 6,2216
17201001900,Census Tract 19,3463
17031829904,Census Tract 8299.04,4168
17031804204,Census Tract 8042.04,5263
17031804316,Census Tract 8043.16,5027
17031804203,Census Tract 8042.03,3458
17031803616,Census Tract 8036.16,4635
17031809402,Census Tract 8094.02,3374
17031828508,Census Tract 8285.08,4630
17031828507,Census Tract 8285.07,3999
17031824508,Census Tract 8245.08,3699
17031804406,Census Tract 8044.06,6292
17197883521,Census Tract 8835.21,3304
17109010100,Census Tract 101,3454
17109010300,Census Tract 103,1973
17109011000,Census Tract 110,2182
17143003103,Census Tract 31.03,2783
17115002401,Census Tract 24.01,2464
17045070300,Census Tract 703,3906
17197881113,Census Tract 8811.13,5493
17109011100,Census Tract 111,2700
17197881115,Census Tract 8811.15,4311
17037001003,Census Tract 10.03,4134
17119404000,Census Tract 4040,2289
17201000513,Census Tract 5.13,4022
17201000600,Census Tract 6,4259
17043841109,Census Tract 8411.09,4057
17043846702,Census Tract 8467.02,3872
17031540102,Census Tract 5401.02,2938
17031700402,Census Tract 7004.02,4082
17019010100,Census Tract 101,4529
17197881005,Census Tract 8810.05,3589
17099961702,Census Tract 9617.02,3120
17043840907,Census Tract 8409.07,4658
17043840908,Census Tract 8409.08,4420
17043840911,Census Tract 8409.11,3125
17043843302,Census Tract 8433.02,2959
17043840904,Census Tract 8409.04,3610
17043844801,Census Tract 8448.01,4376
17163503323,Census Tract 5033.23,6399
17163503334,Census Tract 5033.34,6153
17043840303,Census Tract 8403.03,3597
17043846701,Census Tract 8467.01,4159
17031820603,Census Tract 8206.03,5530
17031841100,Census Tract 8411,7356
17043845506,Census Tract 8455.06,3995
17043845810,Census Tract 8458.10,4067
17031804404,Census Tract 8044.04,5147
17043845809,Census Tract 8458.09,4374
17061973900,Census Tract 9739,2315
17163501604,Census Tract 5016.04,4323
17201000507,Census Tract 5.07,3996
17201000510,Census Tract 5.10,3155
17043845808,Census Tract 8458.08,3868
17043845505,Census Tract 8455.05,4066
17043845507,Census Tract 8455.07,3423
17201000800,Census Tract 8,2860
17043845509,Census Tract 8455.09,3334
17197883504,Census Tract 8835.04,5594
17133600104,Census Tract 6001.04,4315
17133600102,Census Tract 6001.02,4892
17031190602,Census Tract 1906.02,5378
17031190401,Census Tract 1904.01,4325
17031190702,Census Tract 1907.02,4952
17031191302,Census Tract 1913.02,4940
17043844901,Census Tract 8449.01,3716
17043842710,Census Tract 8427.10,3805
17043844501,Census Tract 8445.01,3277
17031835500,Census Tract 8355,1584
17031803008,Census Tract 8030.08,4767
17031801902,Census Tract 8019.02,3420
17031802100,Census Tract 8021,3734
17031350100,Census Tract 3501,2228
17031350400,Census Tract 3504,1512
17001001100,Census Tract 11,8015
17031720100,Census Tract 7201,3344
17031040600,Census Tract 406,2530
17031040700,Census Tract 407,3426
17031817102,Census Tract 8171.02,3158
