GEOID,tract_name,population
17031825801,Census Tract 8258.01,3569
17031805110,Census Tract 8051.10,4440
17031827805,Census Tract 8278.05,2953
17031828000,Census Tract 8280,5411
17031040800,Census Tract 408,1636
17031817000,Census Tract 8170,5510
17031817101,Census Tract 8171.01,4563
17031431400,Census Tract 4314,6716
17031803902,Census Tract 8039.02,3429
17143002702,Census Tract 27.02,3901
17101881000,Census Tract 8810,1823
17101881100,Census Tract 8811,3154
17031300600,Census Tract 3006,3253
17031817200,Census Tract 8172,4821
17031817400,Census Tract 8174,3652
17031817600,Census Tract 8176,3825
17031813200,Census Tract 8132,4582
17031060100,Census Tract 601,2830
17031060300,Census Tract 603,3076
17031829600,Census Tract 8296,3035
17161022600,Census Tract 226,2014
17031821401,Census Tract 8214.01,2870
17031805702,Census Tract 8057.02,2089
17031804808,Census Tract 8048.08,2596
17089852408,Census Tract 8524.08,4754
17031250500,Census Tract 2505,7315
17031250800,Census Tract 2508,2432
17031804711,Census Tract 8047.11,7629
17031804806,Census Tract 8048.06,3796
17079977500,Census Tract 9775,3786
17031051400,Census Tract 514,2492
17079977300,Census Tract 9773,2830
17031805001,Census Tract 8050.01,4985
17031805002,Census Tract 8050.02,7422
17031292200,Census Tract 2922,2942
17031292400,Census Tract 2924,2041
17137951800,Census Tract 9518,3453
17031802200,Census Tract 8022,4848
17113005103,Census Tract 51.03,4985
17113001107,Census Tract 11.07,3824
17031282700,Census Tract 2827,2558
17031400500,Census Tract 4005,2372
17031400800,Census Tract 4008,3178
17031410100,Census Tract 4101,2272
17031410500,Census Tract 4105,2922
17031410600,Census Tract 4106,2371
17031282800,Census Tract 2828,1634
17031400300,Census Tract 4003,1504
17115002402,Census Tract 24.02,5327
17031270500,Census Tract 2705,1619
17031271200,Census Tract 2712,1172
17031271300,Census Tract 2713,1060
17031300700,Census Tract 3007,4798
17031301100,Census Tract 3011,2323
17031301200,Census Tract 3012,4087
17115001802,Census Tract 18.02,2148
17045070100,Census Tract 701,2459
17197880416,Census Tract 8804.16,3158
17183010200,Census Tract 102,5007
17183011200,Census Tract 112,5271
17117957100,Census Tract 9571,2584
17051950900,Census Tract 9509,2031
17051950600,Census Tract 9506,2328
17051951000,Census Tract 9510,2045
17051950800,Census Tract 9508,5600
17051950500,Census Tract 9505,2670
17051950700,Census Tract 9507,3913
17051951100,Census Tract 9511,2901
17197882000,Census Tract 8820,3152
17093890501,Census Tract 8905.01,9398
17015960200,Census Tract 9602,1976
17015960400,Census Tract 9604,1944
17015960300,Census Tract 9603,3000
17093890404,Census Tract 8904.04,9887
17093890401,Census Tract 8904.01,6290
17015960100,Census Tract 9601,3773
17015960500,Census Tract 9605,2461
17015960600,Census Tract 9606,2548
17201001700,Census Tract 17,3117
17093890107,Census Tract 8901.07,4869
17031301803,Census Tract 3018.03,5107
17199020202,Census Tract 202.02,3150
17031843200,Census Tract 8432,2422
17031843400,Census Tract 8434,1524
17031842600,Census Tract 8426,4245
17093890703,Census Tract 8907.03,9048
17201001500,Census Tract 15,5454
17201001600,Census Tract 16,5556
17115001000,Census Tract 10,1158
17001010301,Census Tract 103.01,2800
17023060200,Census Tract 602,4312
17023060300,Census Tract 603,4850
17023060400,Census Tract 604,1597
17023060100,Census Tract 601,4696
17135957700,Census Tract 9577,2935
17135958000,Census Tract 9580,5579
17135957400,Census Tract 9574,2236
17135957600,Census Tract 9576,3455
17135957800,Census Tract 9578,3217
17135957500,Census Tract 9575,2990
17135957300,Census Tract 9573,3286
17081050700,Census Tract 507,3669
17081051100,Census Tract 511,2579
17081050600,Census Tract 506,3084
17081050100,Census Tract 501,4142
17081050800,Census Tract 508,4155
17081050300,Census Tract 503,4243
17081050200,Census Tract 502,3077
17081050500,Census Tract 505,3724
17081050400,Census Tract 504,4733
17113000200,Census Tract 2,5446
17135957900,Census Tract 9579,4590
17115002200,Census Tract 22,5293
17115002300,Census Tract 23,2898
17115002800,Census Tract 28,4090
17115000900,Census Tract 9,1682
17011965200,Census Tract 9652,3474
17011965000,Census Tract 9650,3668
17119400200,Census Tract 4002,3815
17073030600,Census Tract 306,2781
17093890702,Census Tract 8907.02,5527
17115002904,Census Tract 29.04,5120
17115002700,Census Tract 27,2233
17019005902,Census Tract 59.02,2402
17197883519,Census Tract 8835.19,5601
17115001100,Census Tract 11,3194
17115002902,Census Tract 29.02,4597
17197880323,Census Tract 8803.23,6782
17197880322,Census Tract 8803.22,6727
17001010302,Census Tract 103.02,3062
17197883217,Census Tract 8832.17,4103
17195001102,Census Tract 11.02,2108
17073030202,Census Tract 302.02,3823
17073030800,Census Tract 308,3552
17073030203,Census Tract 302.03,4430
17197880430,Census Tract 8804.30,3723
17113005502,Census Tract 55.02,2420
17113005700,Census Tract 57,4981
17097864901,Census Tract 8649.01,4371
17165955600,Census Tract 9556,2489
17113005601,Census Tract 56.01,1782
17113000400,Census Tract 4,2789
17113001301,Census Tract 13.01,1809
17113005501,Census Tract 55.01,2353
17097864903,Census Tract 8649.03,4907
17097864904,Census Tract 8649.04,2450
17031060400,Census Tract 604,3709
17031530502,Census Tract 5305.02,1570
17165955900,Census Tract 9559,2344
17097864802,Census Tract 8648.02,3093
17031240700,Census Tract 2407,1499
17031843800,Census Tract 8438,2000
17197883804,Census Tract 8838.04,2859
17031831800,Census Tract 8318,5868
17031831700,Census Tract 8317,2237
17165956000,Census Tract 9560,2730
17031240900,Census Tract 2409,1122
17043845701,Census Tract 8457.01,3935
17089853008,Census Tract 8530.08,4122
17089852906,Census Tract 8529.06,5176
17019010701,Census Tract 107.01,3875
17043841003,Census Tract 8410.03,3631
17043845703,Census Tract 8457.03,4582
17031020901,Census Tract 209.01,5848
17031010202,Census Tract 102.02,2742
17097864510,Census Tract 8645.10,4961
17097865200,Census Tract 8652,5361
17097865300,Census Tract 8653,3505
17089853100,Census Tract 8531,2793
17031832300,Census Tract 8323,2054
17031838300,Census Tract 8383,2580
17031010701,Census Tract 107.01,3673
17031020902,Census Tract 209.02,4488
17031020302,Census Tract 203.02,5010
17105960700,Census Tract 9607,4755
17011964800,Census Tract 9648,3231
17195001500,Census Tract 15,3218
17031020601,Census Tract 206.01,6699
17031530503,Census Tract 5305.03,4898
17031650301,Census Tract 6503.01,5829
17031650302,Census Tract 6503.02,4522
17031803611,Census Tract 8036.11,5698
17043846102,Census Tract 8461.02,4606
17031580300,Census Tract 5803,2577
17031831400,Census Tract 8314,2820
17031837000,Census Tract 8370,2042
17011965100,Census Tract 9651,4224
17011964900,Census Tract 9649,2635
17011965400,Census Tract 9654,3555
17063000102,Census Tract 1.02,8255
17031832200,Census Tract 8322,3289
17011965300,Census Tract 9653,3370
17011964700,Census Tract 9647,2866
17011965600,Census Tract 9656,2715
17011965500,Census Tract 9655,3506
17031831300,Census Tract 8313,1251
17097864801,Census Tract 8648.01,5561
17097865000,Census Tract 8650,1276
17031060500,Census Tract 605,1374
17003957700,Census Tract 9577,1491
17003957800,Census Tract 9578,1030
17003957600,Census Tract 9576,1820
17115002602,Census Tract 26.02,1990
17031842400,Census Tract 8424,3041
17031832100,Census Tract 8321,3410
17031803100,Census Tract 8031,3616
17115000200,Census Tract 2,2327
17115003000,Census Tract 30,3230
17007010400,Census Tract 104,6912
17031671800,Census Tract 6718,1142
17031671900,Census Tract 6719,1122
17201000515,Census Tract 5.15,2727
17201003000,Census Tract 30,1689
17115002500,Census Tract 25,7213
17115002901,Census Tract 29.01,4242
17163501802,Census Tract 5018.02,2481
17097865400,Census Tract 8654,4197
17097865502,Census Tract 8655.02,2313
17097865600,Census Tract 8656,3497
17063000103,Census Tract 1.03,7593
17115002601,Census Tract 26.01,3938
17115001500,Census Tract 15,3961
17167001003,Census Tract 10.03,1377
17043842711,Census Tract 8427.11,2810
17043846510,Census Tract 8465.10,3271
17201003100,Census Tract 31,3788
17201003200,Census Tract 32,3092
17031020802,Census Tract 208.02,7546
17031020702,Census Tract 207.02,7717
17031020801,Census Tract 208.01,5648
17031040202,Census Tract 402.02,7318
17043846207,Census Tract 8462.07,5345
17031580400,Census Tract 5804,4546
17043841705,Census Tract 8417.05,5858
17031580600,Census Tract 5806,5405
17031580700,Census Tract 5807,5621
17031271400,Census Tract 2714,1535
17031351000,Census Tract 3510,3640
17031351400,Census Tract 3514,1392
17031160400,Census Tract 1604,4854
17031360200,Census Tract 3602,1651
17031480500,Census Tract 4805,2986
17031805111,Census Tract 8051.11,7786
17031828100,Census Tract 8281,5083
17031828202,Census Tract 8282.02,4590
17025972100,Census Tract 9721,5155
17025971900,Census Tract 9719,2376
17025972000,Census Tract 9720,2829
17089850711,Census Tract 8507.11,4808
17163503416,Census Tract 5034.16,3767
17031805202,Census Tract 8052.02,4078
17097861011,Census Tract 8610.11,7864
17097861105,Census Tract 8611.05,4330
17031825802,Census Tract 8258.02,5862
17031804000,Census Tract 8040,4763
17031804104,Census Tract 8041.04,4949
17167004200,Census Tract 42,1993
17031420800,Census Tract 4208,2457
17031650500,Census Tract 6505,4401
17031660400,Census Tract 6604,5692
17163503907,Census Tract 5039.07,5444
17031805802,Census Tract 8058.02,5096
17089854507,Census Tract 8545.07,5722
17097861013,Census Tract 8610.13,3052
17067954300,Census Tract 9543,3448
17067954000,Census Tract 9540,2259
17067954100,Census Tract 9541,3164
17067954200,Census Tract 9542,2270
17067953700,Census Tract 9537,2079
17093890104,Census Tract 8901.04,6050
17031160100,Census Tract 1601,2444
17031160200,Census Tract 1602,3278
17031160300,Census Tract 1603,3769
17067953900,Census Tract 9539,1802
17031804809,Census Tract 8048.09,4259
17031819300,Census Tract 8193,2777
17031819400,Census Tract 8194,5686
17093890103,Census Tract 8901.03,5506
17031060800,Census Tract 608,5295
17031801300,Census Tract 8013,4430
17097864515,Census Tract 8645.15,3020
17097860500,Census Tract 8605,4724
17031292500,Census Tract 2925,4057
17031806700,Census Tract 8067,4486
17031460100,Census Tract 4601,2840
17031243200,Census Tract 2432,2287
17031243300,Census Tract 2433,2431
17163504501,Census Tract 5045.01,2329
17031242000,Census Tract 2420,4692
17031271800,Census Tract 2718,976
17031280100,Census Tract 2801,7421
17163501801,Census Tract 5018.01,3045
17137951900,Census Tract 9519,4620
17197880319,Census Tract 8803.19,5010
17197880321,Census Tract 8803.21,3941
17097861008,Census Tract 8610.08,5271
17201004300,Census Tract 43,5007
17197880903,Census Tract 8809.03,3068
17197880309,Census Tract 8803.09,4959
17197880203,Census Tract 8802.03,3813
17163503906,Census Tract 5039.06,5295
17097861009,Census Tract 8610.09,5131
17031808900,Census Tract 8089,4149
17197880114,Census Tract 8801.14,2896
17031809000,Census Tract 8090,4001
17197883904,Census Tract 8839.04,4365
17197883903,Census Tract 8839.03,1793
17045070400,Census Tract 704,5270
17111871307,Census Tract 8713.07,4646
17111871304,Census Tract 8713.04,3417
17111870606,Census Tract 8706.06,3945
17089854401,Census Tract 8544.01,2727
17089851907,Census Tract 8519.07,7921
17089851909,Census Tract 8519.09,4367
17111871402,Census Tract 8714.02,6099
17097861108,Census Tract 8611.08,5948
17031150501,Census Tract 1505.01,3823
17031140302,Census Tract 1403.02,4060
17089851600,Census Tract 8516,6623
17197881010,Census Tract 8810.10,4056
17031140301,Census Tract 1403.01,2693
17031700302,Census Tract 7003.02,5662
17201003500,Census Tract 35,2323
17201003602,Census Tract 36.02,3963
17197883605,Census Tract 8836.05,2891
17197880412,Census Tract 8804.12,4189
17201000105,Census Tract 1.05,4161
17201000200,Census Tract 2,3152
17201000401,Census Tract 4.01,2191
17181950200,Census Tract 9502,2374
17181950500,Census Tract 9505,3577
17181950400,Census Tract 9504,5224
17163503332,Census Tract 5033.32,5109
17197881007,Census Tract 8810.07,5843
17197883511,Census Tract 8835.11,4854
17181950300,Census Tract 9503,1911
17181950100,Census Tract 9501,4158
17043841902,Census Tract 8419.02,4088
17197883810,Census Tract 8838.10,3795
17197883305,Census Tract 8833.05,3045
17163503414,Census Tract 5034.14,5969
17163503411,Census Tract 5034.11,3419
17201003604,Census Tract 36.04,3080
17183010600,Census Tract 106,4139
17183010100,Census Tract 101,3068
17183010900,Census Tract 109,2836
17183001200,Census Tract 12,3036
17045070200,Census Tract 702,1729
17031824509,Census Tract 8245.09,4154
17031824129,Census Tract 8241.29,4357
17031804313,Census Tract 8043.13,6354
17031820203,Census Tract 8202.03,4038
17031820204,Census Tract 8202.04,4434
17031844600,Census Tract 8446,1776
17031804314,Census Tract 8043.14,1682
17031804512,Census Tract 8045.12,3995
17163504502,Census Tract 5045.02,1301
17163503415,Census Tract 5034.15,3079
17163503102,Census Tract 5031.02,4653
17109010900,Census Tract 109,2324
17109010200,Census Tract 102,1806
17201001000,Census Tract 10,2065
17031803200,Census Tract 8032,5586
17031803300,Census Tract 8033,5726
17183010800,Census Tract 108,3209
17183000700,Census Tract 7,3572
17183010300,Census Tract 103,4459
17183000500,Census Tract 5,3693
17183001300,Census Tract 13,3593
17183000100,Census Tract 1,1534
17129010200,Census Tract 102,3988
17129010100,Census Tract 101,6004
17117956500,Census Tract 9565,2506
17183000900,Census Tract 9,2149
17093890301,Census Tract 8903.01,6159
17183011100,Census Tract 111,2428
17093890302,Census Tract 8903.02,6091
17183010400,Census Tract 104,2282
17183010500,Census Tract 105,3432
17045070500,Census Tract 705,3502
17115001300,Census Tract 13,2275
17031081700,Census Tract 817,5537
17031081500,Census Tract 815,5917
17031081600,Census Tract 816,4168
17031809100,Census Tract 8091,3437
17031081800,Census Tract 818,11373
17031081900,Census Tract 819,1325
17031809200,Census Tract 8092,4980
17031809300,Census Tract 8093,5043
17097863801,Census Tract 8638.01,5108
17115001600,Census Tract 16,2136
17115001700,Census Tract 17,2129
17031170200,Census Tract 1702,3812
17115001400,Census Tract 14,2374
17043846307,Census Tract 8463.07,4752
17097863701,Census Tract 8637.01,4556
17031190300,Census Tract 1903,5738
17031190800,Census Tract 1908,6831
17111870807,Census Tract 8708.07,5178
17031826401,Census Tract 8264.01,3725
17031260400,Census Tract 2604,1398
17031300900,Census Tract 3009,4553
17111870704,Census Tract 8707.04,3605
17031222900,Census Tract 2229,1089
17031241000,Census Tract 2410,2363
17031825400,Census Tract 8254,5337
17031830005,Census Tract 8300.05,3768
17031824505,Census Tract 8245.05,6783
17031824800,Census Tract 8248,7178
17081051000,Census Tract 510,1356
17143002900,Census Tract 29,3810
17031803608,Census Tract 8036.08,7544
17081050900,Census Tract 509,2351
17031410200,Census Tract 4102,1165
17077011100,Census Tract 111,2604
17031830400,Census Tract 8304,4091
17031812700,Census Tract 8127,3192
17077011400,Census Tract 114,3057
17097861012,Census Tract 8610.12,4861
17025972200,Census Tract 9722,2928
17097864511,Census Tract 8645.11,6403
17043843301,Census Tract 8433.01,4020
17043841207,Census Tract 8412.07,2945
17043841210,Census Tract 8412.10,4385
17097864512,Census Tract 8645.12,4659
17043841316,Census Tract 8413.16,3555
17031071100,Census Tract 711,3091
17097862402,Census Tract 8624.02,3026
17109010600,Census Tract 106,2143
17109010700,Census Tract 107,4017
17037001002,Census Tract 10.02,5860
17019001000,Census Tract 10,4366
17019001201,Census Tract 12.01,6611
17031824507,Census Tract 8245.07,4136
17031040300,Census Tract 403,2928
17031310600,Census Tract 3106,5498
17031310700,Census Tract 3107,1700
17031310800,Census Tract 3108,4175
17197883206,Census Tract 8832.06,4211
17163504358,Census Tract 5043.58,3883
17163503908,Census Tract 5039.08,6429
17031802506,Census Tract 8025.06,2285
17201003300,Census Tract 33,3542
17097864523,Census Tract 8645.23,4024
17197881700,Census Tract 8817,3170
17201003400,Census Tract 34,4579
17031040201,Census Tract 402.01,6408
17031040402,Census Tract 404.02,4746
17031031501,Census Tract 315.01,4155
17031081201,Census Tract 812.01,5080
17031063301,Census Tract 633.01,2833
17031490901,Census Tract 4909.01,3403
17031814600,Census Tract 8146,5616
17197882400,Census Tract 8824,3811
17197880417,Census Tract 8804.17,2553
17019001203,Census Tract 12.03,4414
17031816200,Census Tract 8162,4163
17031320101,Census Tract 3201.01,9532
17091012400,Census Tract 124,4548
17031825700,Census Tract 8257,4046
17097862604,Census Tract 8626.04,4694
17097862605,Census Tract 8626.05,4097
17019001204,Census Tract 12.04,3453
17097861609,Census Tract 8616.09,4716
17031814500,Census Tract 8145,5395
17031330103,Census Tract 3301.03,8248
17031330102,Census Tract 3301.02,10811
17167002100,Census Tract 21,3582
17167002200,Census Tract 22,3212
17167002300,Census Tract 23,2184
17077010900,Census Tract 109,2364
17077010300,Census Tract 103,2759
17019001100,Census Tract 11,3519
17019010400,Census Tract 104,4498
17019005300,Census Tract 53,3800
17019010500,Census Tract 105,4593
17019010601,Census Tract 106.01,5749
17019010800,Census Tract 108,4313
17161021300,Census Tract 213,4772
17161024500,Census Tract 245,1969
17179020600,Census Tract 206,1984
17093890602,Census Tract 8906.02,5700
17093890601,Census Tract 8906.01,4513
17119402200,Census Tract 4022,3228
17163501607,Census Tract 5016.07,2332
17119402300,Census Tract 4023,1664
17119402500,Census Tract 4025,1822
17089850706,Census Tract 8507.06,1922
17197880509,Census Tract 8805.09,3908
17201000104,Census Tract 1.04,2665
17201004200,Census Tract 42,6095
17197880424,Census Tract 8804.24,5131
17115001200,Census Tract 12,2694
17197880318,Census Tract 8803.18,3718
17099962700,Census Tract 9627,2169
17163503413,Census Tract 5034.13,5683
17163501605,Census Tract 5016.05,2535
17197883803,Census Tract 8838.03,2500
17031051300,Census Tract 513,2907
17043841208,Census Tract 8412.08,5048
17043841403,Census Tract 8414.03,3899
17043844304,Census Tract 8443.04,4077
17043840704,Census Tract 8407.04,3217
17167002002,Census Tract 20.02,2450
17167003701,Census Tract 37.01,4575
17097861701,Census Tract 8617.01,1804
17097861804,Census Tract 8618.04,4090
17097861901,Census Tract 8619.01,3747
17089853200,Census Tract 8532,6044
17031081402,Census Tract 814.02,7052
17031080201,Census Tract 802.01,3375
17031810100,Census Tract 8101,4480
17031810200,Census Tract 8102,6222
17031810301,Census Tract 8103.01,4105
17031760802,Census Tract 7608.02,2374
17031140601,Census Tract 1406.01,2545
17043841004,Census Tract 8410.04,3480
17031819500,Census Tract 8195,3664
17031830201,Census Tract 8302.01,5105
17031830300,Census Tract 8303,5369
17197883307,Census Tract 8833.07,3898
17031130100,Census Tract 1301,5205
17097860907,Census Tract 8609.07,3845
17197880408,Census Tract 8804.08,5050
17043841112,Census Tract 8411.12,3112
17043841323,Census Tract 8413.23,3102
17031819801,Census Tract 8198.01,5364
17031805105,Census Tract 8051.05,7278
17005951400,Census Tract 9514,2918
17005951200,Census Tract 9512,2924
17005951300,Census Tract 9513,6883
17005951500,Census Tract 9515,4000
17143004300,Census Tract 43,2275
17031800800,Census Tract 8008,2426
17201004005,Census Tract 40.05,3155
17031570100,Census Tract 5701,1316
17031570200,Census Tract 5702,2096
17201002700,Census Tract 27,2993
17201002800,Census Tract 28,1388
17105960600,Census Tract 9606,4098
17031681400,Census Tract 6814,2474
17031690300,Census Tract 6903,2302
17201002600,Census Tract 26,2736
17097864203,Census Tract 8642.03,4310
17097864204,Census Tract 8642.04,4484
17031710100,Census Tract 7101,1015
17031510300,Census Tract 5103,4850
17031231500,Census Tract 2315,5655
17031071300,Census Tract 713,3893
17031110300,Census Tract 1103,5348
17043844002,Census Tract 8440.02,4205
17043845510,Census Tract 8455.10,3308
17031831100,Census Tract 8311,6697
17031831500,Census Tract 8315,4421
17043845901,Census Tract 8459.01,3418
17197880303,Census Tract 8803.03,4117
17197882801,Census Tract 8828.01,2722
17197880118,Census Tract 8801.18,4676
17043844602,Census Tract 8446.02,5286
17031071000,Census Tract 710,4357
17031071200,Census Tract 712,2973
17089850708,Census Tract 8507.08,4473
17089850710,Census Tract 8507.10,7261
17031840300,Census Tract 8403,4196
17093890202,Census Tract 8902.02,3089
17197880320,Census Tract 8803.20,3481
17043844702,Census Tract 8447.02,5601
17161024300,Census Tract 243,2566
17031823805,Census Tract 8238.05,3189
17043845702,Census Tract 8457.02,4839
17043842708,Census Tract 8427.08,2551
17031570300,Census Tract 5703,6376
17031570400,Census Tract 5704,1769
17031570500,Census Tract 5705,2639
17197880304,Census Tract 8803.04,5018
17031770901,Census Tract 7709.01,5245
17031832400,Census Tract 8324,3601
17031832900,Census Tract 8329,1995
17143004901,Census Tract 49.01,3436
17143004000,Census Tract 40,4443
17179021102,Census Tract 211.02,5730
17095001600,Census Tract 16,3031
17095001100,Census Tract 11,2245
17031806900,Census Tract 8069,5342
17031807000,Census Tract 8070,5866
17031640400,Census Tract 6404,3390
17095000300,Census Tract 3,4134
17095001500,Census Tract 15,3682
17095000100,Census Tract 1,3011
17029000100,Census Tract 1,2658
17031250300,Census Tract 2503,4742
17031250400,Census Tract 2504,5789
17095001200,Census Tract 12,1612
17031810701,Census Tract 8107.01,4865
17031810702,Census Tract 8107.02,3914
17031691100,Census Tract 6911,2980
17031730100,Census Tract 7301,2462
17031730300,Census Tract 7303,1046
17101880700,Census Tract 8807,2644
17031410800,Census Tract 4108,2993
17167001900,Census Tract 19,3066
17099963600,Census Tract 9636,3310
17031670400,Census Tract 6704,1585
17031530600,Census Tract 5306,2774
17099962500,Census Tract 9625,2288
17099963900,Census Tract 9639,4919
17099962900,Census Tract 9629,3056
17031301600,Census Tract 3016,4995
17167001004,Census Tract 10.04,4729
17099963500,Census Tract 9635,4954
17099961800,Census Tract 9618,3685
17031243500,Census Tract 2435,4746
17031250200,Census Tract 2502,2779
17031813000,Census Tract 8130,3935
17031813100,Census Tract 8131,4678
17099962800,Census Tract 9628,3355
17099961900,Census Tract 9619,4285
17099962300,Census Tract 9623,6936
17099963700,Census Tract 9637,5459
17099963000,Census Tract 9630,4734
17031805600,Census Tract 8056,4710
17155954500,Census Tract 9545,2814
17155954600,Census Tract 9546,2823
17139976900,Census Tract 9769,4973
17139977200,Census Tract 9772,4070
17099964200,Census Tract 9642,2288
17139977100,Census Tract 9771,3127
17139977000,Census Tract 9770,2356
17055040200,Census Tract 402,2979
17055040400,Census Tract 404,3636
17055040800,Census Tract 408,3259
17031660700,Census Tract 6607,2076
17029001100,Census Tract 11,3464
17055040300,Census Tract 403,3046
17055040900,Census Tract 409,2313
17095001400,Census Tract 14,1717
17095000500,Census Tract 5,5462
17095000600,Census Tract 6,3497
17095000400,Census Tract 4,4873
17107953300,Census Tract 9533,3335
17031480300,Census Tract 4803,1348
17031480400,Census Tract 4804,5650
17031805502,Census Tract 8055.02,4295
17031530300,Census Tract 5303,3964
17031530400,Census Tract 5304,2059
17031560100,Census Tract 5601,1477
17031801701,Census Tract 8017.01,3846
17167001600,Census Tract 16,2930
17111871502,Census Tract 8715.02,8411
17111871313,Census Tract 8713.13,1793
17105961000,Census Tract 9610,2401
17043846103,Census Tract 8461.03,5257
17097864602,Census Tract 8646.02,3824
17111870907,Census Tract 8709.07,2967
17111870106,Census Tract 8701.06,3091
17097864700,Census Tract 8647,2914
17111870105,Census Tract 8701.05,3504
17111871501,Census Tract 8715.01,6302
17095000700,Census Tract 7,1901
17019010300,Census Tract 103,3494
17019001206,Census Tract 12.06,1886
17097863604,Census Tract 8636.04,2990
17019006000,Census Tract 60,3218
17097861504,Census Tract 8615.04,8472
17111870404,Census Tract 8704.04,3896
17111870501,Census Tract 8705.01,4351
17031320600,Census Tract 3206,6395
17089853402,Census Tract 8534.02,4527
17089853602,Census Tract 8536.02,3478
17111871312,Census Tract 8713.12,6393
17111870906,Census Tract 8709.06,5510
17077010200,Census Tract 102,3850
17097861010,Census Tract 8610.10,5930
17097861608,Census Tract 8616.08,3652
17097860806,Census Tract 8608.06,5148
17097860105,Census Tract 8601.05,5191
17031100700,Census Tract 1007,4967
17031110200,Census Tract 1102,2772
17111870813,Census Tract 8708.13,5115
17095000900,Census Tract 9,2047
17031815000,Census Tract 8150,4254
17031815100,Census Tract 8151,4318
17007010300,Census Tract 103,6674
17107953200,Census Tract 9532,3692
17097862300,Census Tract 8623,3146
17097864520,Census Tract 8645.20,5698
17111871113,Census Tract 8711.13,3988
17111871112,Census Tract 8711.12,5344
17097864521,Census Tract 8645.21,2537
17097864601,Census Tract 8646.01,3606
17105960400,Census Tract 9604,3099
17105960800,Census Tract 9608,5554
17111870104,Census Tract 8701.04,4848
17111870403,Census Tract 8704.03,4404
17031830100,Census Tract 8301,3297
17105960500,Census Tract 9605,3187
17105960300,Census Tract 9603,3117
17105960900,Census Tract 9609,2287
17105960200,Census Tract 9602,3305
17145030400,Census Tract 304,2432
17145030200,Census Tract 302,7114
17145030100,Census Tract 301,2902
17167001100,Census Tract 11,2358
17145030600,Census Tract 306,3910
17145030300,Census Tract 303,2061
17145030500,Census Tract 305,2526
17057953600,Census Tract 9536,4409
17031681300,Census Tract 6813,2182
17031330200,Census Tract 3302,4008
17167001800,Census Tract 18,1982
17031804508,Census Tract 8045.08,2343
17031834900,Census Tract 8349,1952
17031030603,Census Tract 306.03,2045
17097864107,Census Tract 8641.07,4920
17097864108,Census Tract 8641.08,5868
17019005800,Census Tract 58,3479
17031470100,Census Tract 4701,2527
17031480100,Census Tract 4801,2001
17031480200,Census Tract 4802,1103
17031800600,Census Tract 8006,2429
17031801000,Census Tract 8010,5337
17017960500,Census Tract 9605,2691
17097860302,Census Tract 8603.02,3032
17097860600,Census Tract 8606,7663
17097860805,Census Tract 8608.05,1648
17089852407,Census Tract 8524.07,3513
17089852104,Census Tract 8521.04,2986
17031801400,Census Tract 8014,2922
17031801603,Census Tract 8016.03,4138
17031806801,Census Tract 8068.01,4294
17197882500,Census Tract 8825,2090
17031825600,Census Tract 8256,5138
17161021800,Census Tract 218,4837
17089850707,Census Tract 8507.07,8375
17031806802,Census Tract 8068.02,3445
17089852404,Census Tract 8524.04,2545
17031280400,Census Tract 2804,1231
17031814800,Census Tract 8148,6445
17031814900,Census Tract 8149,6557
17127970400,Census Tract 9704,2230
17031672000,Census Tract 6720,3397
17001000800,Census Tract 8,2455
17089851912,Census Tract 8519.12,3358
17031490500,Census Tract 4905,1995
17031243400,Census Tract 2434,2880
17031071400,Census Tract 714,4962
17161021600,Census Tract 216,2687
17161021700,Census Tract 217,3676
17099962200,Census Tract 9622,4880
17099962600,Census Tract 9626,5727
17099963400,Census Tract 9634,3856
17099962000,Census Tract 9620,3539
17099962100,Census Tract 9621,5100
17099964100,Census Tract 9641,3612
17043842900,Census Tract 8429,6022
17043840201,Census Tract 8402.01,6348
17043841401,Census Tract 8414.01,6894
17043840101,Census Tract 8401.01,5680
17099963200,Census Tract 9632,2967
17099962400,Census Tract 9624,3836
17031805112,Census Tract 8051.12,3482
17031805201,Census Tract 8052.01,3475
17177001000,Census Tract 10,4354
17097862501,Census Tract 8625.01,3942
17031283100,Census Tract 2831,2717
17031283800,Census Tract 2838,3343
17031410700,Census Tract 4107,2399
17177000100,Census Tract 1,4500
17177000700,Census Tract 7,1474
17177000600,Census Tract 6,3091
17031824602,Census Tract 8246.02,6245
17031805301,Census Tract 8053.01,3588
17031805302,Census Tract 8053.02,3873
17031691200,Census Tract 6912,2277
17031805401,Census Tract 8054.01,4056
17177000200,Census Tract 2,3132
17177000900,Census Tract 9,4844
17177000300,Census Tract 3,3841
17177001300,Census Tract 13,3752
17099963300,Census Tract 9633,2410
17031812900,Census Tract 8129,4846
17177000800,Census Tract 8,3134
17119403502,Census Tract 4035.02,5870
17031823602,Census Tract 8236.02,6209
17031823604,Census Tract 8236.04,3509
17097863201,Census Tract 8632.01,3310
17097863202,Census Tract 8632.02,5478
17097863300,Census Tract 8633,2629
17175951400,Census Tract 9514,2981
17175951500,Census Tract 9515,2419
17035972500,Census Tract 9725,3356
17035972600,Census Tract 9726,4181
17031430102,Census Tract 4301.02,3104
17195000200,Census Tract 2,3008
17195001400,Census Tract 14,2243
17195000700,Census Tract 7,2736
17195001700,Census Tract 17,2892
17031770902,Census Tract 7709.02,3732
17037002200,Census Tract 22,3285
